ANO_SAEB;CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_2_LP;MEDIA_2_MT;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_9_CH;MEDIA_9_CN;MEDIA_12_LP;MEDIA_12_MT;MEDIA_13_LP;MEDIA_13_MT;MEDIA_14_LP;MEDIA_14_MT;nivel_0_LP2;nivel_1_LP2;nivel_2_LP2;nivel_3_LP2;nivel_4_LP2;nivel_5_LP2;nivel_6_LP2;nivel_7_LP2;nivel_8_LP2;nivel_0_MT2;nivel_1_MT2;nivel_2_MT2;nivel_3_MT2;nivel_4_MT2;nivel_5_MT2;nivel_6_MT2;nivel_7_MT2;nivel_8_MT2;nivel_0_LP5;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_CH9;nivel_1_CH9;nivel_2_CH9;nivel_3_CH9;nivel_4_CH9;nivel_5_CH9;nivel_6_CH9;nivel_7_CH9;nivel_8_CH9;nivel_9_CH9;nivel_0_CN9;nivel_1_CN9;nivel_2_CN9;nivel_3_CN9;nivel_4_CN9;nivel_5_CN9;nivel_6_CN9;nivel_7_CN9;nivel_8_CN9;nivel_0_LP12;nivel_1_LP12;nivel_2_LP12;nivel_3_LP12;nivel_4_LP12;nivel_5_LP12;nivel_6_LP12;nivel_7_LP12;nivel_8_LP12;nivel_0_MT12;nivel_1_MT12;nivel_2_MT12;nivel_3_MT12;nivel_4_MT12;nivel_5_MT12;nivel_6_MT12;nivel_7_MT12;nivel_8_MT12;nivel_9_MT12;nivel_10_MT12;nivel_0_LP13;nivel_1_LP13;nivel_2_LP13;nivel_3_LP13;nivel_4_LP13;nivel_5_LP13;nivel_6_LP13;nivel_7_LP13;nivel_8_LP13;nivel_0_MT13;nivel_1_MT13;nivel_2_MT13;nivel_3_MT13;nivel_4_MT13;nivel_5_MT13;nivel_6_MT13;nivel_7_MT13;nivel_8_MT13;nivel_9_MT13;nivel_10_MT13;nivel_0_LP14;nivel_1_LP14;nivel_2_LP14;nivel_3_LP14;nivel_4_LP14;nivel_5_LP14;nivel_6_LP14;nivel_7_LP14;nivel_8_LP14;nivel_0_MT14;nivel_1_MT14;nivel_2_MT14;nivel_3_MT14;nivel_4_MT14;nivel_5_MT14;nivel_6_MT14;nivel_7_MT14;nivel_8_MT14;nivel_9_MT14;nivel_10_MT14
2021;27;Alagoas;Total - Federal, Estadual e Municipal;Urbana;Interior;711,34;747,99;193,1;208,49;243,14;244,37;225,86;226,09;255,58;249,76;289,59;288,87;261,27;256,31;20;12,42;11,92;11,32;14,1;9,43;16,63;4,14;0,03;2,88;12,5;15,28;8,53;16,58;10,8;9,72;5,2;18,52;9,65;15,85;15,75;15,4;14,38;12,54;8,96;4,52;2,51;0,46;2,64;10,39;16,13;18,77;16,82;13,92;9,68;5,78;3,54;2,2;0,12;21,88;15,38;18;17,16;13,85;8,25;4,1;1,3;0,07;21,87;15,59;17,57;16,9;13,64;7,84;3,59;1,94;1,07;0;30,88;21,1;20,83;13,82;8,39;3,62;1,13;0,21;0;0,02;32,37;18,71;18,72;14,83;9,3;4,04;1,61;0,41;0,03;28,84;17,66;19,14;15,81;10,65;5,52;1,98;0,38;0,01;32,39;18,88;18,64;15,29;8,49;4,05;1,44;0,62;0,16;0,04;0;13,75;10,4;12,83;15,99;18,25;17,82;6,95;3,76;0,25;15,92;11,17;13,66;16,3;15,91;10,62;9;3,77;1,91;1,74;0;26,32;16,45;18,09;15,84;11,92;7,58;2,81;0,95;0,05;29,64;17,59;17,81;15,46;9,73;5,15;2,7;1,15;0,45;0,33;0
2021;27;Alagoas;Total - Federal, Estadual e Municipal;Rural;Total;696,14;723,69;183,77;201,71;236,11;241,9;222,41;216,29;252,77;247,08;256,14;250,85;252,98;247,32;27,64;10,15;12,04;15,37;12,83;14,75;6,43;0,65;0,15;6,06;10,62;8,68;14,98;34,66;18,21;6,17;0,61;0,04;12,98;19,14;17,21;14,34;13,48;9,92;7,19;3,49;1,99;0,26;3,52;13,43;18,66;18,15;15,44;12,25;8,51;5,28;2,76;1,93;0,07;26,13;17,42;17,24;15,89;12,54;6,83;3,04;0,87;0,04;24,84;15,47;16,75;15,55;12,95;7,29;3,72;2,36;1,07;0;33,97;22,42;19,36;12,3;7,16;3,16;1,12;0,41;0,1;0;40,51;19,36;18,6;10,48;7,09;2,81;1;0,17;0;30,17;18,9;17,78;16,78;10,57;4,12;1,55;0,14;0;34,63;18,58;17,55;16,66;8,48;3,29;0,62;0,13;0,08;0;0;23,61;21,16;14,38;20,08;12,6;7;1,16;0;0;27,55;20,68;20,03;22,66;4,71;4,37;0;0;0;0;0;29,75;19,04;17,57;16,99;10,69;4,3;1,53;0,13;0;34,18;18,71;17,7;17,03;8,24;3,35;0,58;0,12;0,07;0;0
2021;27;Alagoas;Total - Federal, Estadual e Municipal;Rural;Capital;711,37;776,3;176,44;199,58;;;;;;;;;;;0;28,57;14,29;28,57;14,29;0;0;14,29;0;0;0;25;0;0;0;37,5;25;12,5;21,65;12,04;21,65;6,71;22,1;6,71;5,79;0;3,35;0;6,25;10,06;21,19;22,1;15,85;2,9;3,35;9,6;5,79;2,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;27;Alagoas;Total - Federal, Estadual e Municipal;Rural;Interior;696,09;723,54;183,8;201,72;236,11;241,9;222,41;216,29;252,77;247,08;256,14;250,85;252,98;247,32;27,72;10,09;12,03;15,33;12,82;14,79;6,45;0,61;0,15;6,07;10,65;8,63;15,02;34,76;18,26;6,07;0,53;0;12,95;19,16;17,2;14,36;13,45;9,93;7,2;3,5;1,99;0,26;3,51;13,44;18,66;18,14;15,44;12,28;8,53;5,26;2,75;1,92;0,07;26,13;17,42;17,24;15,89;12,54;6,83;3,04;0,87;0,04;24,84;15,47;16,75;15,55;12,95;7,29;3,72;2,36;1,07;0;33,97;22,42;19,36;12,3;7,16;3,16;1,12;0,41;0,1;0;40,51;19,36;18,6;10,48;7,09;2,81;1;0,17;0;30,17;18,9;17,78;16,78;10,57;4,12;1,55;0,14;0;34,63;18,58;17,55;16,66;8,48;3,29;0,62;0,13;0,08;0;0;23,61;21,16;14,38;20,08;12,6;7;1,16;0;0;27,55;20,68;20,03;22,66;4,71;4,37;0;0;0;0;0;29,75;19,04;17,57;16,99;10,69;4,3;1,53;0,13;0;34,18;18,71;17,7;17,03;8,24;3,35;0,58;0,12;0,07;0;0
2021;16;Amapá;Total - Federal, Estadual, Municipal e Privada;Total;Total;694,34;720,92;187,56;193,63;244,64;236,01;236,89;235,74;262,33;252,97;;;262,33;252,97;31,04;10,64;14,99;11,95;10,68;8,39;7,48;4,06;0,79;11,98;13,11;15,77;14,82;14,33;10,2;7,8;6,58;5,42;10,02;16,87;16,87;17,03;15,42;11,66;7,06;3,57;1,33;0,18;3,47;11,58;21,86;22,73;17,72;11,7;6,41;3,28;0,98;0,27;0;18,6;16,84;19,17;17,59;14,61;8,69;3,56;0,92;0;21,54;19,71;21,4;18,01;11,61;5,42;1,63;0,55;0,13;0;21,45;21,35;20,46;17,44;10,27;6,1;2,05;0,79;0,08;0;24,01;19,71;18,61;17,09;11,34;5,94;2,4;0,7;0,2;23,98;16,03;19,96;18,13;12,33;6,48;2,74;0,33;0,01;29,03;19,77;19,98;15,14;9,66;3,84;1,56;0,54;0,47;0;0;;;;;;;;;;;;;;;;;;;;;23,98;16,03;19,96;18,13;12,33;6,48;2,74;0,33;0,01;29,03;19,77;19,98;15,14;9,66;3,84;1,56;0,54;0,47;0;0
2021;16;Amapá;Total - Federal, Estadual, Municipal e Privada;Total;Capital;701,62;735,32;193,92;199,55;248,27;238,89;243,58;239,67;268,79;259,11;;;268,79;259,11;24,69;10,77;15,9;13,67;12,15;8,27;9,34;4,2;1,01;4,2;10,76;17,66;13,41;15,13;13,85;8,48;8,9;7,61;8,29;14,96;15,79;15,92;16,84;13,04;8,58;4,46;1,86;0,27;2,95;9,82;18,83;22,2;18,65;13,57;8;4,36;1,23;0,39;0;16,72;15,68;18,93;17,82;15,76;10,01;4,07;1,01;0;19,99;19,11;20,77;18,71;12,43;6,42;1,71;0,69;0,16;0;16,29;21,45;19,61;18,82;12,2;8,04;2,5;0,98;0,09;0;21,56;18,64;18,61;18,32;12,47;6,46;2,59;1,08;0,28;20,11;13,94;20,21;19,55;14,18;7,9;3,79;0,32;0;24,91;19,76;19,69;15,54;11,5;4,87;2,17;0,81;0,76;0;0;;;;;;;;;;;;;;;;;;;;;20,11;13,94;20,21;19,55;14,18;7,9;3,79;0,32;0;24,91;19,76;19,69;15,54;11,5;4,87;2,17;0,81;0,76;0;0
2021;16;Amapá;Total - Federal, Estadual, Municipal e Privada;Total;Interior;684,47;701,42;179,61;186,25;239,37;231,85;227,19;230,05;253,12;244,21;;;253,12;244,21;39,63;10,45;13,75;9,61;8,7;8,55;4,95;3,86;0,5;22,53;16,28;13,2;16,74;13,26;5,26;6,87;3,43;2,44;12,17;19,25;18,23;18,41;13,64;9,94;5,17;2,45;0,66;0,07;4,11;13,77;25,63;23,38;16,57;9,36;4,44;1,94;0,68;0,12;0;21,33;18,52;19,52;17,25;12,95;6,79;2,83;0,8;0;23,78;20,58;22,32;17;10,42;3,96;1,5;0,35;0,09;0;28,93;21,21;21,7;15,45;7,46;3,29;1,4;0,5;0,06;0;27,57;21,26;18,61;15,31;9,7;5,19;2,11;0,14;0,1;29,51;19;19,59;16,11;9,7;4,47;1,24;0,35;0,03;34,9;19,78;20,4;14,57;7,04;2,37;0,71;0,16;0,07;0;0;;;;;;;;;;;;;;;;;;;;;29,51;19;19,59;16,11;9,7;4,47;1,24;0,35;0,03;34,9;19,78;20,4;14,57;7,04;2,37;0,71;0,16;0,07;0;0
2021;16;Amapá;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;697,51;721,33;192,42;197,45;248,6;239,65;240,24;239,35;267,02;256,65;;;267,02;256,65;29,19;10,21;15,42;12;11,17;8,29;8,23;4,57;0,93;10,87;13,01;15,99;15,22;14,65;11,01;8,41;6,24;4,58;8,37;14,78;16,35;17,31;16,47;12,88;7,9;4,18;1,54;0,21;2,84;10,04;20,32;22,92;18,61;12,86;7,18;3,77;1,16;0,31;0;15,93;15,84;19,33;18,35;15,83;9,65;4;1,06;0;19,04;18,69;21,78;19,12;12,56;6,15;1,86;0,64;0,15;0;18,64;21,06;20,93;18,33;10,91;6,73;2,37;0,93;0,09;0;21,33;19,13;19,28;17,58;12,45;6,56;2,6;0,82;0,24;20,69;15,11;20,12;19,39;13,53;7,52;3,22;0,39;0,02;26,35;19,62;19,54;16,33;10,89;4,3;1,77;0,64;0,56;0;0;;;;;;;;;;;;;;;;;;;;;20,69;15,11;20,12;19,39;13,53;7,52;3,22;0,39;0,02;26,35;19,62;19,54;16,33;10,89;4,3;1,77;0,64;0,56;0;0
2021;16;Amapá;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;704,7;736,1;197,84;202,79;250,92;241,34;246,28;242,65;271,11;261,1;;;271,11;261,1;22,79;10,21;16,32;13,8;12,61;8,69;9,75;4,68;1,15;3,56;10,38;18,04;13,14;15,43;14,58;8,63;9,02;7,23;7,15;13,58;15,08;15,95;17,46;13,98;9,37;5,03;2,08;0,32;2,42;8,68;17,65;22,26;19,16;14,36;8,79;4,85;1,39;0,43;0;15,16;14,96;18,77;18,14;16,68;10,76;4,43;1,09;0;18,36;18,51;20,82;19,42;12,97;7,07;1,92;0,77;0,16;0;14,15;21,33;19,47;19,73;12,73;8,58;2,8;1,1;0,1;0;19,74;17,85;18,67;18,85;13,63;6,99;2,75;1,21;0,31;18,55;13,73;19,88;20,08;14,71;8,55;4,15;0,35;0;23,72;19,52;19,06;16,2;12,25;5,2;2,33;0,89;0,83;0;0;;;;;;;;;;;;;;;;;;;;;18,55;13,73;19,88;20,08;14,71;8,55;4,15;0,35;0;23,72;19,52;19,06;16,2;12,25;5,2;2,33;0,89;0,83;0;0
2021;16;Amapá;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;687,11;699,95;185,13;190,27;244,76;236,86;230,26;233,9;259,9;248,89;;;259,9;248,89;38,45;10,21;14,12;9,38;9,09;7,71;6,03;4,41;0,61;21,46;16,83;13,03;18,24;13,52;5,85;8,09;2,23;0,75;10,02;16,39;18,06;19,15;15,15;11,41;5,92;3,03;0,81;0,07;3,41;11,86;23,9;23,8;17,86;10,84;5,01;2,31;0,86;0,15;0;17,21;17,3;20,25;18,69;14,43;7,82;3,28;1,02;0;20,17;19;23,38;18,61;11,87;4,64;1,77;0,44;0,12;0;26,06;20,61;23,35;16,02;7,91;3,68;1,65;0,64;0,08;0;23,96;21,25;20,3;15,47;10,51;5,86;2,36;0,18;0,12;24,4;17,52;20,55;18,2;11,48;5,74;1,59;0,47;0,04;30,92;19,78;20,37;16,56;8,53;2,75;0,78;0,22;0,09;0;0;;;;;;;;;;;;;;;;;;;;;24,4;17,52;20,55;18,2;11,48;5,74;1,59;0,47;0,04;30,92;19,78;20,37;16,56;8,53;2,75;0,78;0,22;0,09;0;0
2021;16;Amapá;Total - Federal, Estadual, Municipal e Privada;Rural;Total;675,95;718,59;163,64;174,86;222,38;215,56;218,07;215,44;236,9;233,01;;;236,9;233,01;41,73;13,09;12,49;11,68;7,83;8,96;3,11;1,11;0;18,37;13,64;14,46;12,51;12,47;5,53;4,27;8,51;10,25;18,11;27,14;19,43;15,64;10,22;5,64;2,94;0,56;0,28;0,04;6,55;19,18;29,42;21,79;13,37;5,97;2,65;0,9;0,11;0,05;0;33,64;22,45;18,3;13,31;7,76;3,29;1,11;0,15;0;35,58;25,44;19,25;11,8;6,3;1,25;0,3;0;0,07;0;37,28;23,01;17,85;12,44;6,61;2,53;0,27;0;0;0;39,11;22,95;14,82;14,36;5,07;2,46;1,23;0;0;41,87;20,96;19,05;11,31;5,82;0,86;0,12;0;0;43,56;20,61;22,39;8,69;2,97;1,32;0,47;0;0;0;0;;;;;;;;;;;;;;;;;;;;;41,87;20,96;19,05;11,31;5,82;0,86;0,12;0;0;43,56;20,61;22,39;8,69;2,97;1,32;0,47;0;0;0;0
2021;16;Amapá;Total - Federal, Estadual, Municipal e Privada;Rural;Capital;679,78;729,77;170,27;179,99;226,02;218,31;220,92;214,64;244,7;238,42;;;244,7;238,42;38,19;14,73;12,96;12,74;8,84;5,28;6,44;0,82;0;8,73;13,51;14,95;15,35;12,94;8,71;7,47;8,05;10,29;15,19;23,28;20,02;15,79;13,08;7,34;3,78;1,01;0,51;0;6,2;16,72;25,98;21,87;15,56;8,77;3,21;1,35;0,23;0,11;0;29,85;21,75;20,28;15,13;8;3,65;0,99;0,35;0;33,73;24,18;20,35;12,74;7,91;0,93;0;0;0,17;0;34,3;22,47;20,86;11,18;7,74;3,44;0;0;0;0;36,85;25,24;18,09;13,83;2,71;2,03;1,26;0;0;36,27;16,13;23,7;14,05;8,68;1,18;0;0;0;37,26;22,27;26,25;8,69;3,65;1,45;0,42;0;0;0;0;;;;;;;;;;;;;;;;;;;;;36,27;16,13;23,7;14,05;8,68;1,18;0;0;0;37,26;22,27;26,25;8,69;3,65;1,45;0,42;0;0;0;0
2021;16;Amapá;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;672,36;708,14;157,83;170,35;219,77;213,6;216,03;216,01;233,03;230,33;;;233,03;230,33;45,04;11,55;12,06;10,68;6,89;12,4;0;1,38;0;27,39;13,77;13,99;9,86;12,03;2,55;1,28;8,93;10,21;20,67;30,53;18,92;15,51;7,71;4,14;2,2;0,16;0,08;0,08;6,87;21,34;32,45;21,72;11,46;3,52;2,16;0,5;0;0;0;36,35;22,95;16,88;12,01;7,58;3,03;1,2;0;0;36,9;26,34;18,47;11,14;5,15;1,49;0,52;0;0;0;39,4;23,39;15,7;13,34;5,81;1,88;0,47;0;0;0;40,73;21,32;12,48;14,73;6,76;2,77;1,21;0;0;44,64;23,36;16,75;9,95;4,41;0,7;0,18;0;0;46,68;19,79;20,47;8,69;2,63;1,26;0,49;0;0;0;0;;;;;;;;;;;;;;;;;;;;;44,64;23,36;16,75;9,95;4,41;0,7;0,18;0;0;46,68;19,79;20,47;8,69;2,63;1,26;0,49;0;0;0;0
2021;16;Amapá;Estadual;Total;Total;697,48;728,46;185,04;189,8;240,82;231,8;233,79;233,02;259,47;249,04;;;259,47;249,04;24,32;12,76;14,98;13,72;14,26;11,33;6,36;2,28;0;7,8;10,04;16,11;15,38;18,38;9,67;9,58;6,38;6,67;10,65;17,67;16,81;17,16;15,5;11,59;6,7;2,8;1;0,12;4,45;12,73;21,54;23,58;18,22;10,44;5,99;2,53;0,45;0,07;0;20,06;18,05;19,84;17,59;13,78;7,71;2,29;0,69;0;23,07;20,84;22,2;18,16;10,68;3,97;0,91;0,16;0,01;0;22,48;22,36;20,93;18,09;8,88;5,26;1,53;0,42;0,06;0;24,72;20,74;19,25;17,16;10,59;5,21;1,87;0,4;0,07;24,91;16,89;20,97;18,28;11,51;5,5;1,83;0,1;0,01;30,47;20,3;21,1;15,47;8,53;3,12;0,76;0,23;0,03;0;0;;;;;;;;;;;;;;;;;;;;;24,91;16,89;20,97;18,28;11,51;5,5;1,83;0,1;0,01;30,47;20,3;21,1;15,47;8,53;3,12;0,76;0,23;0,03;0;0
2021;16;Amapá;Estadual;Total;Capital;690,21;720,35;187,53;191,63;244,41;234,23;240,38;236,06;265,08;253,85;;;265,08;253,85;28,08;14,39;14,77;14,07;13,45;7,31;6,25;1,68;0;7,04;13,04;19,12;16,99;18,19;7,49;9,33;4,18;4,62;10,34;16,43;16,12;16,83;16,49;11,72;7,67;3,18;1,11;0,11;4,54;11,45;20,54;23,68;18,82;11,49;6,1;2,8;0,47;0,11;0;17,9;16,92;19,86;18,09;14,85;9,08;2,51;0,78;0;21,57;20,43;21,75;18,92;11,51;4,6;0,98;0,21;0,02;0;16,91;22,79;20,19;20,21;10,58;6,9;1,83;0,49;0,1;0;22,51;19,87;19,45;18,56;11,43;5,62;1,77;0,67;0,12;21,17;14,72;21,82;20,1;13,11;6,74;2,3;0,04;0;26,71;20,29;21,34;16,1;10,23;4,22;0,84;0,27;0;0;0;;;;;;;;;;;;;;;;;;;;;21,17;14,72;21,82;20,1;13,11;6,74;2,3;0,04;0;26,71;20,29;21,34;16,1;10,23;4,22;0,84;0,27;0;0;0
2021;16;Amapá;Estadual;Total;Interior;713,73;746,58;180,41;186,4;235,36;228,12;223,76;228,41;252;242,65;;;252;242,65;15,9;9,1;15,44;12,95;16,07;20,32;6,6;3,62;0;9,49;3,33;9,38;11,79;18,78;14,55;10,14;11,29;11,26;11,23;19,97;18,1;17,77;13,66;11,35;4,88;2,11;0,8;0,14;4,28;15,1;23,41;23,39;17,09;8,49;5,77;2,02;0,43;0;0;23,34;19,77;19,81;16,82;12,15;5,61;1,95;0,55;0;25,35;21,47;22,87;17;9,43;3,01;0,79;0,07;0;0;30,97;21,71;22,04;14,86;6,28;2,75;1,08;0,31;0;0;28,07;22,05;18,94;15,03;9,29;4,58;2,03;0;0;29,88;19,77;19,83;15,86;9,38;3,86;1,21;0,18;0,03;35,46;20,31;20,78;14,63;6,28;1,65;0,65;0,17;0,07;0;0;;;;;;;;;;;;;;;;;;;;;29,88;19,77;19,83;15,86;9,38;3,86;1,21;0,18;0,03;35,46;20,31;20,78;14,63;6,28;1,65;0,65;0,17;0,07;0;0
2021;16;Amapá;Estadual;Urbana;Total;695,82;718,87;193,45;196,87;244,64;235,17;237,05;236,67;263,63;251,96;;;263,63;251,96;24,45;13,22;16,41;13,72;14,15;9,33;6,31;2,4;0;7,38;12,38;18,45;15,68;20,78;10,33;9,76;3,21;2,03;7,37;14,08;16,04;17,72;17,82;13,89;8,07;3,57;1,32;0,14;3,13;9,28;18,49;24,81;20,33;12,77;7,2;3,31;0,59;0,1;0;17,25;17,13;20,16;18,47;15,03;8,62;2,54;0,8;0;20,48;19,89;22,81;19,48;11,59;4,53;1,03;0,19;0;0;19,42;22,22;21,56;19,26;9,34;5,82;1,79;0,5;0,08;0;21,74;20,28;20,16;17,74;11,73;5,77;2;0,49;0,08;21,82;16;21,27;19,65;12,56;6,4;2,17;0,12;0,02;28,23;20,25;20,64;16,71;9,6;3,46;0,81;0,27;0,04;0;0;;;;;;;;;;;;;;;;;;;;;21,82;16;21,27;19,65;12,56;6,4;2,17;0,12;0,02;28,23;20,25;20,64;16,71;9,6;3,46;0,81;0,27;0,04;0;0
2021;16;Amapá;Estadual;Urbana;Capital;690,27;713,23;194,21;197,55;246,88;236,37;243;238,93;267,34;255,55;;;267,34;255,55;28,28;13,13;16,16;13,13;14,14;8,08;5,05;2,02;0;7,55;15,09;20,75;16,98;18,87;7,55;8,49;2,83;1,89;7,85;13,7;15,37;17,32;18,34;13,18;9;3,75;1,35;0,15;3,27;8,83;18,22;24,68;20,4;13,2;7,18;3,53;0,55;0,15;0;16,29;16,27;19,81;18,49;15,77;9,81;2,72;0,84;0;19,94;19,92;21,94;19,75;11,99;5,09;1,12;0,24;0;0;14,57;22,83;20,1;21,42;10,96;7,37;2,07;0,55;0,12;0;20,59;19,15;19,63;19,2;12,61;6,1;1,83;0,76;0,13;19,5;14,57;21,62;20,77;13,6;7,36;2,55;0,04;0;25,55;20,07;20,8;16,92;10,95;4,53;0,88;0,3;0;0;0;;;;;;;;;;;;;;;;;;;;;19,5;14,57;21,62;20,77;13,6;7,36;2,55;0,04;0;25,55;20,07;20,8;16,92;10,95;4,53;0,88;0,3;0;0;0
2021;16;Amapá;Estadual;Urbana;Interior;711,07;734,39;191,79;195,39;240,62;233,01;226,37;232,59;257,71;246,24;;;257,71;246,24;13,92;13,48;17,09;15,33;14,19;12,78;9,78;3,44;0;6,92;4,93;12,11;12,11;26,04;17,99;13,24;4,24;2,42;6,32;14,9;17,52;18,6;16,69;15,45;6,01;3,16;1,24;0,11;2,8;10,28;19,07;25,1;20,17;11,82;7,25;2,84;0,67;0;0;18,95;18,69;20,79;18,44;13,7;6,48;2,21;0,74;0;21,46;19,83;24,36;18,98;10,87;3,53;0,89;0,09;0;0;28,12;21,14;24,18;15,37;6,44;3,04;1,28;0,42;0;0;23,81;22,3;21,12;15,13;10,15;5,19;2,3;0;0;25,52;18,29;20,71;17,85;10,92;4,88;1,55;0,24;0,05;32,5;20,54;20,39;16,38;7,43;1,74;0,69;0,23;0,09;0;0;;;;;;;;;;;;;;;;;;;;;25,52;18,29;20,71;17,85;10,92;4,88;1,55;0,24;0,05;32,5;20,54;20,39;16,38;7,43;1,74;0,69;0,23;0,09;0;0
2021;16;Amapá;Estadual;Rural;Total;703,46;762,94;163,21;171,46;222,38;215,56;218,07;215,44;238,2;234,09;;;238,2;234,09;23,83;11,07;9,83;13,74;14,64;18,51;6,52;1,85;0;9,31;1,59;7,7;14,29;9,73;7,3;8,93;17,79;23,37;19,17;26,98;18,81;15,72;9,47;5,63;3,14;0,83;0,17;0,08;7,88;21,67;29,48;20,38;12,74;4,41;2,84;0,49;0,1;0;0;33,64;22,45;18,3;13,31;7,76;3,29;1,11;0,15;0;35,58;25,44;19,25;11,8;6,3;1,25;0,3;0;0,07;0;37,28;23,01;17,85;12,44;6,61;2,53;0,27;0;0;0;39,11;22,95;14,82;14,36;5,07;2,46;1,23;0;0;40,69;21,43;19,43;11,32;6,1;0,9;0,13;0;0;41,94;20,53;23,44;9,1;3,11;1,39;0,49;0;0;0;0;;;;;;;;;;;;;;;;;;;;;40,69;21,43;19,43;11,32;6,1;0,9;0,13;0;0;41,94;20,53;23,44;9,1;3,11;1,39;0,49;0;0;0;0
2021;16;Amapá;Estadual;Rural;Capital;689,89;755,24;165,97;172,53;226,02;218,31;220,92;214,64;244,7;238,42;;;244,7;238,42;27,11;20,57;7,97;18,66;10,05;3,51;12,12;0;0;4,58;2,95;11,13;17,02;14,89;7,2;13,42;10,8;18;18,41;25,23;18,54;15,26;10,53;7,01;3,38;1,33;0,31;0;8,62;19,92;28,04;20,43;13,73;5,98;2,64;0,44;0,19;0;0;29,85;21,75;20,28;15,13;8;3,65;0,99;0,35;0;33,73;24,18;20,35;12,74;7,91;0,93;0;0;0,17;0;34,3;22,47;20,86;11,18;7,74;3,44;0;0;0;0;36,85;25,24;18,09;13,83;2,71;2,03;1,26;0;0;36,27;16,13;23,7;14,05;8,68;1,18;0;0;0;37,26;22,27;26,25;8,69;3,65;1,45;0,42;0;0;0;0;;;;;;;;;;;;;;;;;;;;;36,27;16,13;23,7;14,05;8,68;1,18;0;0;0;37,26;22,27;26,25;8,69;3,65;1,45;0,42;0;0;0;0
2021;16;Amapá;Estadual;Rural;Interior;719,26;771,91;159,79;170,13;219,77;213,6;216,03;216,01;234,75;231,79;;;234,75;231,79;20;0;12;8;20;36;0;4;0;14,81;0;3,7;11,11;3,7;7,41;3,7;25,93;29,63;20,11;29,15;19,14;16,28;8,16;3,92;2,84;0,21;0;0,19;6,97;23,83;31,27;20,31;11,52;2,46;3,09;0,55;0;0;0;36,35;22,95;16,88;12,01;7,58;3,03;1,2;0;0;36,9;26,34;18,47;11,14;5,15;1,49;0,52;0;0;0;39,4;23,39;15,7;13,34;5,81;1,88;0,47;0;0;0;40,73;21,32;12,48;14,73;6,76;2,77;1,21;0;0;43,05;24,25;17,16;9,87;4,73;0,75;0,19;0;0;44,43;19,61;21,95;9,32;2,82;1,35;0,53;0;0;0;0;;;;;;;;;;;;;;;;;;;;;43,05;24,25;17,16;9,87;4,73;0,75;0,19;0;0;44,43;19,61;21,95;9,32;2,82;1,35;0,53;0;0;0;0
2021;16;Amapá;Municipal;Total;Total;683,43;711,45;181,61;189,35;248,93;238,19;231,74;225,78;;;;;;;37,77;10,91;16,55;11,57;8,5;5,4;5,95;3,04;0,31;15,28;15,81;16,75;15,34;13,18;8,76;5,23;4,79;4,87;11,1;18,6;18,5;17,95;14,53;10,3;5,61;2,41;0,92;0,06;3,44;12,58;24,15;23,53;17,38;10,93;4,91;2,23;0,69;0,16;0;12,63;15,38;19,7;25,24;15,37;8,49;2,94;0,25;0;18,7;20,36;22,92;18,58;12,83;4,97;1,39;0;0,25;0;21,43;24,11;25;16,07;11,61;1,79;0;0;0;0;31,85;17,78;21,48;16,3;8,15;2,96;0;1,48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
